author_name,career_stage,paper_title,paper_year,times_cited,total_authors_listed,coauthors,coauthor_count,coauthor_countries_counts,group,gender,coauthor_genders
Xiaoli Liu,Senior,Transcriptome profiling provides insights into the fruit color development of wild Lycium ruthenicum Murr. from Qinghai–Tibet Plateau,2020,17,7,"Yinyan Qi, Haibin Wei, Wenyi Gu, Wenjun Shi, Liling Jiang, Lei Deng",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,PpMYB36 Encodes a MYB-Type Transcription Factor That Is Involved in Russet Skin Coloration in Pear (Pyrus pyrifolia),2021,15,8,"Changqing Ma, Xu Wang, Mengyuan Yu, Xiaodong Zheng, Zhijuan Sun, Yike Tian, Caihong Wang",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Whole-Transcriptome Analysis Identifies Gender Dimorphic Expressions of Mrnas and Non-Coding Rnas in Chinese Soft-Shell Turtle (Pelodiscus sinensis),2022,11,13,"Junxian Zhu, Luo Lei, Chen Chen, Yakun Wang, Lulu Geng, Ruiyang Li, Haigang Chen, Xiaoyou Hong, Lingyun Yu, Chengqing Wei, Wei Li, Xinping Zhu",12,{'CN': 13},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,"Discovery of genistein derivatives as potential SARS-CoV-2 main protease inhibitors by virtual screening, molecular dynamics simulations and ADMET analysis",2022,11,9,"Jiawei Liu, Ling Zhang, Jian Gao, Baochen Zhang, Ninghui Yang, Xiaotong Liu, Xifu Liu, Cheng Yu",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,HOXC11 drives lung adenocarcinoma progression through transcriptional regulation of SPHK1,2023,7,14,"Xin Peng, Wanshan Hu, Yanling Zhou, Lianlian Ouyang, Xintong Peng, Yao Long, Jingyue Sun, Tania Tao, Ling Chen, Ying Shi, Yongguang Tao, Desheng Xiao, Shuang Liu",13,"{'CN': 10, 'RU': 4}",treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,MLK4 promotes glucose metabolism in lung adenocarcinoma through CREB-mediated activation of phosphoenolpyruvate carboxykinase and is regulated by KLF5,2023,7,15,"Alvin Ho‐Kwan Cheung, Kit Yee Wong, Fenfen Ji, Chris Ho‐Lam Hui, Yihan Zhang, Johnny S. H. Kwan, Bonan Chen, Yujuan Dong, Raymond Wai Ming Lung, Jun Yu, Kwok Wai Lo, Chi Chun Wong, Wei Kang, Ka‐Fai To",14,{'HK': 15},treatment,unknown,"{'M': 6, 'F': 0}"
Xiaoli Liu,Senior,The pharmacological mechanism of β-elemene in the treatment of esophageal cancer revealed by network pharmacology and experimental verification,2023,7,7,"D. J. Zhou, Xiaoling Wu, Sheng He, Ni Jiang, Beijin Chen, Dong Mu",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Progressive myoclonus epilepsy without renal failure in a Chinese family with a novel mutation in SCARB2 gene and literature review,2018,15,10,"Wotu Tian, Yangqi Xu, Xiaojun Huang, Haiyan Zhou, Ying Wang, Huidong Tang, Shengdi Chen, Xinghua Luan, Li Cao",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,&lt;p&gt;The distinct clinicopathological and prognostic implications of&amp;nbsp;&lt;em&gt;PIK3CA&lt;/em&gt;&amp;nbsp;mutations in breast cancer patients from Central China&lt;/p&gt;,2019,15,11,"Haibo Wu, Wei Wang, Jun Du, Hong Li, Huogang Wang, Liangliang Huang, Hang Xiang, Jing Xie, Heng Li, Wenchu Lin",10,{'CN': 11},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Mesenchymal stem cells significantly improved treatment effects of Linezolid on severe pneumonia in a rabbit model,2019,15,19,"Dexiao Kong, Xia Liu, Xiaomei Li, Jianting Hu, Xiaoyan Li, Juan Xiao, Yibo Dai, Ming-Ming He, Yang Jiang, Ruodi Cui, Lihong Zhang, Juandong Wang, Li Ai, Fang Wang, Yuan Zhang, Juan Xiao, Wei Wang, Chengyun Zheng",18,{'CN': 19},treatment,unknown,"{'M': 2, 'F': 0}"
Xiaoli Liu,Senior,Altered structural and functional connectivity in CSF1R-related leukoencephalopathy,2020,14,18,"Feixia Zhan, Zeyu Zhu, Qing Liu, Haiyan Zhou, Xinghua Luan, Xiaojun Huang, Wotu Tian, Shige Wang, Xiaoxuan Song, Guang Chen, Ming-Liang Zhao, Ying Wang, Huidong Tang, Jiong Hu, Shengdi Chen, Bin-Yin Li, Li Cao",17,{'CN': 18},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Augmenting emergency granulopoiesis with CpG conditioned mesenchymal stromal cells in murine neutropenic sepsis,2020,14,13,"Julie Ng, Fei Guo, Anna E. Marneth, Sailaja Ghanta, Min‐Young Kwon, Joshua Keegan, Kyle Wright, Baransel Kamaz, Laura A. Cahill, Ann Mullally, Mark A. Perrella, James A. Lederer",12,{'US': 5},treatment,unknown,"{'M': 3, 'F': 5}"
Xiaoli Liu,Senior,Dynamin-2 reduction rescues the skeletal myopathy of a SPEG-deficient mouse model,2022,10,10,"Qifei Li, Jasmine Lin, Jeffrey J. Widrick, Shiyu Luo, Gu Li, Tracy Zhang, Jocelyn Laporte, Mark A. Perrella, Pankaj B. Agrawal",9,"{'FR': 6, 'US': 4}",treatment,unknown,"{'M': 3, 'F': 3}"
Xiaoli Liu,Senior,The Male-Biased Expression of miR-2954 Is Involved in the Male Pathway of Chicken Sex Differentiation,2022,10,7,"Yu Cheng, Zhen Zhang, Guixin Zhang, Ligen Chen, Cuiping Zeng, Yanping Feng",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Anterior Gradient 3 Promotes Breast Cancer Development and Chemotherapy Response,2019,13,10,"Qiao Xu, Ying Shao, Jinman Zhang, Huikun Zhang, Yawen Zhao, Zhifang Guo, Wei Chong, Feng Gu, Yongjie Ma",9,{'CN': 10},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,The effects of DLPFC‐targeted repetitive transcranial magnetic stimulation on craving in male methamphetamine patients,2020,13,9,"Xiwen Zhao, Ying Shen, Ting Liu, Qingming Liu, Li Tang, Hui Zhang, Wenbo Luo, Ti‐Fei Yuan",8,"{'CN': 6, 'US': 3}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,The tumor-suppressive role of microRNA-873 in nasopharyngeal carcinoma correlates with downregulation of ZIC2 and inhibition of AKT signaling pathway,2020,13,4,"Baotao Lv, Fuzhou Li, Liqiang Lin",3,{'CN': 4},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,"Growth performance, nucleic acids, leptin and adiponectin and their receptor gene expression were significantly affected by feeding different lipid supplementation in GIFT tilapia juveniles",2020,13,7,"Zhaokun Ding, Yongqiang Liu, Jinhua Han, Yimin Zheng, Weifeng Li, Youqing Xu",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Combined application of MRS and DWI can effectively predict cell proliferation and assess the grade of glioma: A prospective study,2020,13,8,"Xvlei Hu, Meifeng Xue, Shengyu Sun, Yourui Zou, Jiangping Li, Xiaodong Wang, Hui Ma",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Zfx-induced upregulation of UBE2J1 facilitates endometrial cancer progression via PI3K/AKT pathway,2021,12,6,"Dexin Yang, Xin Ma, Jie Xu, Jia Ke, Ping Zhang",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,MiR-451a enhances the phagocytosis and affects both M1 and M2 polarization in macrophages,2021,12,7,"Dongyue Zhang, Hao Wang, Qian Ren, Bin Li, Lina Wang, Guoguang Zheng",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Transcriptome analysis reveals deep insights into the early immune response of turbot (Scophthalmus maximus) induced by inactivated Aeromonas salmonicida vaccine,2021,12,9,"Ting Xue, Yiping Liu, Min Cao, Jie Li, Mengyu Tian, Lu Zhang, Beibei Wang, Chao Li",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,ECT2 promotes malignant phenotypes through the activation of the AKT/mTOR pathway and cisplatin resistance in cervical cancer,2022,9,10,"Junhua Zhang, Shuang Ju, Lu Liu, Yu Sun, Lingyu Guo, Qianwei Zhen, Sai Han, Wei Lü, Youzhong Zhang",9,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,A novel homozygous mutation in ERLIN1 gene causing spastic paraplegia 62 and literature review,2022,9,6,"Zeyu Zhu, Ziyi Li, Chao Zhang, Wotu Tian, Li Cao",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,"CD5L-associated gene analyses highlight the dysregulations, prognostic effects, immune associations, and drug-sensitivity predicative potentials of LCAT and CDC20 in hepatocellular carcinoma",2022,9,9,"Xiuzhi Zhang, Keke Zhu, Xue Zhang, Ningning Li, Tao Sun, Shasha Fan, Liping Dai, Jinzhong Zhang",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Frontline Science: Targeted expression of a dominant-negative high mobility group A1 transgene improves outcome in sepsis,2018,13,15,"Rebecca M. Baron, Min-Young Kwon, Ana P. Castaño, Sailaja Ghanta, Dario F. Riascos‐Bernal, Silvia López-Guzmán, Alvaro A. Macias, Bonna Ith, Scott L. Schissel, James A. Lederer, Raymond Reeves, Shaw‐Fang Yet, Matthew D. Layne, Mark A. Perrella",14,"{'US': 14, 'TW': 1}",treatment,unknown,"{'M': 7, 'F': 5}"
Xiaoli Liu,Senior,An iodine balance study to explore the recommended nutrient intake of iodine in Chinese young adults,2020,12,19,"Lichen Yang, Jun Wang, Jianjun Yang, Huidi Zhang, Xiaobing Liu, Deqian Mao, Jiaxi Lu, Yunyou Gu, Xiuwei Li, Haiyan Wang, Jing Xu, Hongxing Tan, Hongmin Zhang, Wei Yu, Xiujuan Tao, Yanna Fan, Qian Cai, Xiaoguang Yang",18,{'CN': 9},treatment,unknown,"{'M': 1, 'F': 1}"
Xiaoli Liu,Senior,Oblongifolin C reverses GEM resistance via suppressing autophagy flux in bladder cancer cells,2020,11,9,"Zhilong Huang, Tingting Wang, Wenjun Xia, Qing Li, Xinlei Chen, Peng Wei, Wenping Xu, Mei-Rong Lv",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,DYNC1H1 regulates NSCLC cell growth and metastasis by IFN-γ-JAK-STAT signaling and is associated with an aberrant immune response,2021,11,6,"Hongyu Pan, Wen-Jun Chai, Tao Yu, Lei Sun, Mingxia Yan",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Morphological characterization and sexual dimorphism of the antennal sensilla in <i>Bactericera gobica</i> Loginova (Hemiptera: Psyllidae)—a scanning and transmission electron microscopic study,2022,8,11,"Yang Ge, Olivia M. Smith, Weilin Chen, Pingping Liu, Qingjun Yuan, Chuanzhi Kang, Tielin Wang, Jiahui Sun, Binbin Yan, Lanping Guo",10,"{'CN': 9, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Transcriptome analysis reveals key genes and pathways related to sex differentiation in the Chinese soft-shelled turtle (Pelodiscus sinensis),2022,8,10,"Luo Lei, Chen Chen, Junxian Zhu, Yakun Wang, Haiyang Liu, Lulu Geng, Junyu Su, Wei Li, Xinping Zhu",9,{'CN': 10},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,The Seasonal and Stage-Specific Expression Patterns of HMGB2 Suggest Its Key Role in Spermatogenesis in the Chinese Soft-Shelled Turtle (Pelodiscus sinensis),2022,8,10,"Wei Li, Junxian Zhu, Luo Lei, Chen Chen, Yakun Wang, Xiaoyou Hong, Lingyun Yu, Hongyan Xu, Xinping Zhu",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Cloning and characterization of a novel GH75 family chitosanase from Penicillium oxalicum M2,2022,8,5,"Shining Cao, Pei Gao, Wenshui Xia, Shao‐Quan Liu",4,{'CN': 5},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,The alternative splicing of intersectin 1 regulated by PTBP1 promotes human glioma progression,2022,8,11,"Chungen Lan, Huikun Zhang, Kezhen Wang, Yawen Zhao, Zhifang Guo, Ning Zhang, Yongxia Zhou, Manzhi Gao, Feng Gu, Yongjie Ma",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Prognostic Value of Estimated Glucose Disposal Rate in Patients with Non-ST-Segment Elevation Acute Coronary Syndromes Undergoing Percutaneous Coronary Intervention,2023,5,8,"Chi Liu, Qi Zhao, Xiaoteng Ma, Yujing Cheng, Yan Sun, Dai Zhang, Yujie Zhou",7,{'CN': 8},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Chest pain with Wellens' Syndrome and impending myocardial infarction: A case report,2023,5,4,"Youngjin Park, Wenlong Liu, Chun Wang",3,{'CN': 4},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,"Hypertriglyceridemic waist phenotype, hypertriglyceridemic waist-to-height ratio phenotype and abnormal glucose metabolism in adolescents",2023,5,4,"Na Lü, Gang Cheng, Chun‐Ming Ma",3,{'CN': 4},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Identification of an endoplasmic reticulum stress-related prognostic risk model with excellent prognostic and clinical value in oral squamous cell carcinoma,2023,5,8,"Mingyang Cheng, Xin Fan, Mu He, Xianglin Dai, Jinming Hong, Laiyu Zhang, Lan Liao",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Comparative genomic survey and functional analysis of DKKL1 during spermatogenesis in the Chinese soft-shelled turtle (Pelodiscus sinensis),2023,5,17,"Junxian Zhu, Yongchang Wang, Luo Lei, Chen Chen, Liqin Ji, Jiansong Li, Congcong Wu, Wenjun Yu, Laifu Luo, Weiqin Chen, Pan Liu, Xiaoyou Hong, Haigang Chen, Chengqing Wei, Xinping Zhu, Wei Li",16,{'CN': 17},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Sarsasapogenin suppresses Aβ overproduction induced by high glucose in HT-22 cells,2017,11,7,"Mengya Zhang, Yu Li, Shen‐Yuan Yin, Li Kong, Xiaoxing Yin, Yao‐Wu Liu",6,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Identification and characterization of a symbiotic agglutination-related C-type lectin from the hydrothermal vent shrimp Rimicaris exoculata,2019,11,7,"Sen Ye, Cai-Yuan Cheng, Huawei Li, Bo Lu, Wei‐Jun Yang, Jin‐Shu Yang",6,{'CN': 7},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Novel mutations in the SPAST gene cause hereditary spastic paraplegia,2019,11,21,"Zeyu Zhu, Chao Zhang, Guohua Zhao, Qing Liu, Ping Zhong, Mei Zhang, Weiguo Tang, Feixia Zhan, Wotu Tian, Yan Wang, Kaili Yin, Xiaojun Huang, Jingwen Jiang, Shihua Liu, Haiyan Zhou, Xinghua Luan, Huidong Tang, Ying Wang, Shengdi Chen, Li Cao",20,{'CN': 21},treatment,unknown,"{'M': 1, 'F': 1}"
Xiaoli Liu,Senior,Evidence for a retinal progenitor cell in the postnatal and adult mouse,2017,10,11,"Xi Chen, Shaojun Wang, Haiwei Xu, João D. Pereira, Konstantinos E. Hatzistergos, Dieter Saur, Barbara Seidler, Joshua M. Hare, Mark A. Perrella, Zheng Qin Yin",10,"{'CN': 4, 'US': 5, 'DE': 2}",treatment,unknown,"{'M': 5, 'F': 1}"
Xiaoli Liu,Senior,c.1263+1G&gt;A Is a Latent Hotspot for CYP27A1 Mutations in Chinese Patients With Cerebrotendinous Xanthomatosis,2020,10,15,"Jingwen Jiang, Guang Chen, Jingying Wu, Xinghua Luan, Haiyan Zhou, Zeyu Zhu, Xiaoxuan Song, Shige Wang, Xiaohang Qian, Juanjuan Du, Xiaojun Huang, Mei Zhang, Wei Xu, Li Cao",14,{'CN': 15},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,MiR-218 Inhibits CSE-Induced Apoptosis and Inflammation in BEAS-2B by Targeting BRD4,2020,10,6,"Junchen Wang, Luo Huiling, Chengxu Xu, Xingyu Chen, Rongxuan Zhang",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Different Prevention and Treatment Strategies for Knee Osteoarthritis (KOA) with Various Lower Limb Exoskeletons – A Comprehensive Review,2021,10,6,"Xin Zhou, Geng Liu, Bing Han, Hui Li, Li Zhang",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Co-infection with porcine bocavirus and porcine circovirus 2 affects inflammatory cytokine production and tight junctions of IPEC-J2 cells,2018,10,9,"Jing Zhang, Yangchao Lu, Shaowen Li, Xugang Ku, Atta Muhammad Memon, Qigai He, Dingren Bi, Xianrong Meng",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Association between insulin therapy and risk of liver cancer among diabetics: a meta-analysis of epidemiological studies,2017,9,6,"Hua Wu, Longgang Zhao, Hongli Xu, Wei Zhang, Yong‐Bing Xiang",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Investigation on EMG Profiles of the Superior Laryngeal Nerve in a <i>In Vivo</i> Porcine Model,2019,9,10,"Yishen Zhao, Changlin Li, Le Zhou, Daqi Zhang, Jingwei Xin, Tie Wang, Shijie Li, Hui Sun, Gianlorenzo Dionigi",9,"{'CN': 9, 'IT': 1}",treatment,unknown,"{'M': 1, 'F': 1}"
Xiaoli Liu,Senior,Multipotency of mouse trophoblast stem cells,2020,9,15,"Minmin Hou, Junwen Han, Gu Li, Min‐Young Kwon, Jiani Jiang, Sirisha Emani, Elizabeth S. Taglauer, Jin‐Ah Park, Eun‐Bee Choi, Munender Vodnala, Yick W. Fong, Sitaram M. Emani, Iván O. Rosas, Mark A. Perrella",14,"{'CN': 1, 'US': 13}",treatment,unknown,"{'M': 2, 'F': 1}"
Xiaoli Liu,Senior,Integrative Metabolomic and Transcriptomic Analyses Reveal Metabolic Changes and Its Molecular Basis in Rice Mutants of the Strigolactone Pathway,2020,9,10,"Xiujuan Zhou, Ling Liu, Yufei Li, Kang Li, Junjie Zhou, Chenkun Yang, Xianqing Liu, Chuanying Fang, Jie Luo",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Comparative analysis of the miRNA-mRNA regulation networks in turbot (Scophthalmus maximus L.) following Vibrio anguillarum infection,2021,9,8,"Chengbin Gao, Xin Cai, Min Cao, Qiang Fu, Ning Yang, Beibei Wang, Chao Li",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Social support and social commerce purchase intention: The mediating role of social trust,2021,9,3,"Guopeng Xiang, Lei Zhang",2,{},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,hnRNPK/Beclin1 signaling regulates autophagy to promote imatinib resistance in Philadelphia chromosome-positive acute lymphoblastic leukemia cells,2022,7,4,"JinFang Zhang, Changxin Yin, Sa Zong",3,{'CN': 4},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,The Circ-CYP24A1-miR-224-PRLR Axis Impairs Cell Proliferation and Apoptosis in Recurrent Miscarriage,2022,7,13,"Yan Su, Jiani Xu, Rufei Gao, Tai‐Hang Liu, Cong Li, Yubin Ding, Xuemei Chen, Junlin He, Xueqing Liu, Chunli Li, Hongbo Qi, Yingxiong Wang",12,{'CN': 13},treatment,unknown,"{'M': 2, 'F': 0}"
Xiaoli Liu,Senior,"Characterization, evolution and expression analysis of Toll-like receptor 7 (TLR7) in turbot (Scophthalmus maximus L.)",2022,7,9,"Beibei Wang, Jing Zhao, Min Cao, Zhouxin Yu, Qiang Fu, Fenghua Tan, Ning Yang, Chao Li",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,The crude extract from the flowers of Trollius chinensis Bunge exerts anti-influenza virus effects through modulation of the TLR3 signaling pathway,2022,7,8,"Yuxi Liang, Jingyan Hu, Songli Huang, Xin Ma, Xiaoyan Liu, Rufeng Wang, Xiuhua Hu",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Relationship between the image characteristics of artificial intelligence and EGFR gene mutation in lung adenocarcinoma,2023,4,8,"Zhou Guoping, Shuhua Xu, Jingjun Ge, Qiyu He, Weikang Cao, Junning Ding, Xinghua Kai",7,{},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,"NOTCH2, ATIC, MRI1, SLC6A13, ATP13A2 Genetic Variations are Associated with Ventricular Septal Defect in the Chinese Tibetan Population Through Whole-Exome Sequencing",2023,4,11,"Xiaohui Zhang, Da Zhen, Xue-Mei Li, Faling Yi, Zhanhao Zhang, Wei Yang, Xuguang Li, Yemeng Sheng, Tianbo Jin, Yongjun He",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,"Interference of periostin attenuates pathological changes, proinflammatory markers and renal fibrosis in diabetic kidney injury",2023,4,7,"Xiaoting Duan, Chen Cheng, Taoxia Wang, Shuning Feng, Jianwei Li, Guiying Li",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Cost-Effectiveness of New Quadruple Therapy Compared With Standard Treatment for Patients With Heart Failure in China,2023,4,8,"Yun Huang, Hua Zhou, Chongbo Fang, Lili Ma, Yuyu Zhang, Weibo Rong, Honghua Ye",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,RNF213 inhibits migration in lung adenocarcinoma cell,2023,4,7,"Huanwen Zeng, Zizi Li, Chunren Wei, Zhaoyuan Zhang, Xiaodong Liu, Nan Chen",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 2}"
Xiaoli Liu,Senior,Pressure Overload in Mice With Haploinsufficiency of Striated Preferentially Expressed Gene Leads to Decompensated Heart Failure,2018,9,11,"Chang Shu, He Huang, Ying Xu, Marcello Rota, Andrea Sorrentino, Yuan Peng, Robert F. Padera, Virginia Huntoon, Pankaj B. Agrawal, Mark A. Perrella",10,"{'CN': 1, 'US': 10}",treatment,unknown,"{'M': 4, 'F': 2}"
Xiaoli Liu,Senior,The role of adenosine in up-regulation of p38 MAPK and ERK during limb ischemic preconditioning-induced brain ischemic tolerance,2018,9,9,"Qiang Yuan, Xiao‐Hui Xian, Shuqin Li, XiaoZhang, Yong-Juan Wu, Feng Lin, Xiao-Cai Sun, Wen‐Bin Li",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Association between single nucleotide variants of vascular endothelial growth factor A and the risk of thyroid carcinoma and nodular goiter in a Han Chinese population,2017,8,10,"Rui Liu, Lifeng Ning, Huiping Zhang, Yaqin Yu, Shangchao Zhang, Wen‐Wang Rao, Jieping Shi, Hui Sun, Qiong Yu",9,"{'CN': 9, 'US': 1}",treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Increased plasma lipoprotein-associated phospholipase A2 levels are associated with coronary slow flow,2020,8,10,"Yaodong Ding, Yu-Qiang Pei, Rui Wang, Jiaxing Yang, Zhao Yinxin, Hua Shen, Qian Ma, Shuo Zhang, Hailong Ge",9,{'CN': 10},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Exploring the barriers of patients with diabetic foot complications in China: a qualitative interview study,2021,8,14,"Hongling Chu, Jinghui Zhao, Rui Qiao, Yuqiang Liu, Nan Li, Lin Zeng, Xiaoxiao Wang, Liyuan Tao, Hua Zhang, Yanyan Shi, Lin Zhuo, Long Zhang, Yiming Zhao",13,{'CN': 14},treatment,unknown,"{'M': 2, 'F': 3}"
Xiaoli Liu,Senior,Characterization of antibacterial activities and the related mechanisms of a β-defensin in turbot (Scophthalmus maximus),2021,8,9,"Changju Zhuang, Huijun Huo, Ning Yang, Qiang Fu, Ting Xue, Qing Zhu, Beibei Wang, Chao Li",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,PDCD4 Negatively Regulated Osteogenic Differentiation and Bone Defect Repair of Mesenchymal Stem Cells Through GSK-3β/β-Catenin Pathway,2021,8,12,"Yang Jiang, Shuo Li, Qian Zhou, Shenghou Liu, Juan Xiao, Wen Jiang, Yaqi Xu, Dexiao Kong, Fang Wang, Fengtao Wei, Chengyun Zheng",11,{'CN': 12},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Simultaneous pancreas and kidney transplantation for end-stage kidney disease patients with type 2 diabetes mellitus: a systematic review and meta-analysis,2021,8,6,"Yu Cao, Xiangyu Lan, Kaiwen Ni, Lin Li, Yingxin Fu",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Novel IBA57 mutations in two chinese patients and literature review of multiple mitochondrial dysfunction syndrome,2021,8,9,"Feixia Zhan, Ruilong Ni, Taotao Liu, Yuwen Cao, Jingying Wu, Wotu Tian, Xinghua Luan, Li Cao",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
